"","x"
"2132","Rise Up is a platform for Christian dance teams and ministries of all ages to glorify God through dance."
"2133","I'm trying to drop a timeless album all made by me (RnB) Beats,lyrics,engineering, and composing, but need help with the business part."
"2134","You asked for it. Here's how we can do it!"
"2135","The Robbie Gil Band needs YOUR help to complete their double vinyl album of Rock, Folk, and Americana music entitled, ""Happy?"""
"2136","I am making review videos that will be taking an in-depth look at music CD's, primarily rock and metal."
"2137","My first memoir in The Rocky Bottoms Series, ""Vegas Nerves"" will shock and entertain as well as build a foundation to help veterans."
"2138","I am writing my first book about desolate places‹how they are perceived, how they challenge us, and why they are worth preserving."
"2139","Wormhole Tabletop RPG is a sci-fi space themed game that focuses on trade and exploration in the Milky Way Galaxy."
"2140","A brand new playing experience that includes a set of playing cards that go together with ROK, a game of strategy and conquest."
"2141","Feature-length documentary sharing stories of hope, resilience, and courage from those living with and healing from Invisible Illness."
"2142","Change the way you camp. Forever."
"2143","We are female. Strong. United. We will win with love. All of our textiles are designed by #nastywomen, meant to empower and inspire!"
"2144","Do you love monsters? We love monsters so much we made them a 224 pg love letter. Monsters from sci-fi, fantasy, horror, and more!"
"2145","Watch the rewards being built live on my stream! _www.twitch.tv/munchkinmetropolis"
"2146","Creating Books that impact Recognition, Prevention, and Intervention, to stop family violence, Child Abuse, and Dysfunction in families"
"2147","Queen, Alice Cooper, P-Funk, Radiohead = stuck in an elevator. Fund our album, get this sound out. The future of Rock is in your hands."
"2148","My debut full-length album. This album will be a new direction as we hope to capture the worship that happens when you're at camp."
"2149","Help fund this new visual novel along with professional Japanese voice acting. Get limited and exclusive goods!"
"2150","Dreamers - A short film about a Colombian family living in America in 2017. Submitting to film festivals worldwide."
"2151","Thank you for pledging to support production, engineering, musician, studio, mixing, mastering, and distribution costs for my first EP"
"2152","We made it into the Fringe Fest, but we need to pay for the stage and the costumes. Show is a timely, wickedly funny musical comedy."
"2153","I'm trying to start a Handmade soap business"
"2154","Shattered Dawn is a tabletop RPG with an easy to use gameplay system, rich lore, and style based complexity. #MakeACharacterIn15mins!!"
"2155","Or, taking down the Billionaire Class $1 at a time through content, funding startups, experiments, + building MGS studios worldwide."
"2156","Help us re-open Brooklyn community space Shea Stadium legally for a more sustainable future"
"2157","Get your 2017 Shoot & Share Contest Magazine! It features the top 10 photos from every category! Get your top photo on the cover!"
"2158","SBDNY returns to NYC with an exclusive preview of MENSTER OUTSIDE with Sweden's New Tide Orquesta and 2015's Unidentifiable Bodies."
"2159","Siempo is the first phone that protects you from addictive apps. What would you do with more free hours in the day?"
"2160","The Inferno is a packable lightweight insulation system designed to Winter-Proof your hammock & keep you toasty warm on any adventure."
"2161","A competitive, low-luck, 15-minute card game for two players, focusing on the tactical nuance of a medieval duel."
"2162","Handcrafted Boat Shoes & Loafers made with genuine leather. Classic comfy design. This 3rd project is a limited edition collection. $49"
"2163","Active duty Navy Deepsea Diver making the highest quality and tightly toleranced spinner possible!"
"2164","An infinitely replayable murder mystery dinner party game: commit and solve the murder during the game. And ""poison"" hot sauce!"
"2165","A fun, expressive musical instrument you can make, hack and play. Build a beautiful analog synth that responds to touch and movement"
"2166","A 3D Printed Desktop Robotic Arm, based on Arduino, for Hobbyists and Education at all Levels"
"2167","Sliced Music is a local organization that strives on helping local artists find their breakthrough in the world of music!"
"2168","This will INSTANTLY be your new favorite surf toy. Safe, easy-to-learn, travel-friendly and fun for all ages and skill levels."
"2169","Smack Talk Showdown is a party game where you become a wrestler and trash talk your opponent. It's Wrestling. With Words."
"2170","Your Smoker Robot, a WiFi enabled robotic temperature controller that attaches to the top vent of most Kamado style grills and smokers."
"2171","Solar Power Girl goes to Florida to protest & ""fight the powers that be"" who block solar power in the Sunshine State in this 2nd comic."
"2172","A local multiplayer rhythm RPG for phones. Rock out and battle evil with your friends!"
"2173","Cake, cupcakes, cookies, all sorts of treats. All we need is a bit of money to make it complete. Oh Wouldnêt that be Something Sweet!"
"2174","The compact, comfortable and multi-functional travel pillow with built-in band & eye shade. Get the rest you deserve on your next trip."
"2175","Meet Soshee - the life-like social media robot dog that fits in the palm of your hand!"
"2176","Sour Bakery is growing! The city of Graham has a need that Sour Bakery can fill: delicious breads and pastries from wild yeast!"
"2177","Combining the beauty of art with policy reform, Arts and Minds will transform an ugly wall into a reminder of the need for change."
"2178","Summertime. Fireworks. Your dinner sizzling over the grill. Why can't it always taste like 4th of July? Now it can, try it yourself."
"2179","A visual novel about falling in love and moving on from past trauma, even after the world ends."
"2180","When you have oppressive military pricks throwing you through walls and orphans stealing your money, it can be hard keeping it together"
"2181","STAND-N-PEDAL. Ergonomic, design. Applying the standing rider positions."
"2182","A theater show with circus acts telling the true story of a Jewish female acrobat who hid at a German Circus throughout World War II."
